TITLE,DESCRIPTION,PRICE,CURRENCY_CODE,QUANTITY,TAGS,MATERIALS,IMAGE1,IMAGE2,IMAGE3,IMAGE4,IMAGE5,IMAGE6,IMAGE7,IMAGE8,IMAGE9,IMAGE10,"VARIATION 1 TYPE","VARIATION 1 NAME","VARIATION 1 VALUES","VARIATION 2 TYPE","VARIATION 2 NAME","VARIATION 2 VALUES",SKU
"1:12 Arcade machine (blank)","3D printed 1:12 arcade machine (no decals)",30,GBP,5,"arcade_machine,custom,action_figure,6_inch_scale,accessories,3D_printed,toy_accessories,toy_props,RDJ_custom_creations",,https://i.etsystatic.com/22049125/r/il/a6645c/3776494694/il_fullxfull.3776494694_rs86.jpg,https://i.etsystatic.com/22049125/r/il/93ab30/3776494800/il_fullxfull.3776494800_q0yi.jpg,https://i.etsystatic.com/22049125/r/il/71469c/3824092105/il_fullxfull.3824092105_s9d1.jpg,https://i.etsystatic.com/22049125/r/il/5b6b35/3837713528/il_fullxfull.3837713528_cfw1.jpg,,,,,,,,,,,,,
"Jonathan No. 6 (unpainted)","3D printed articulated Johnathan number 6 (unpainted)",35,GBP,5,"toy_accessories,6_inch_scale,action_figure,RDJ_custom_creations,accessories,custom_made",,https://i.etsystatic.com/22049125/r/il/57f6b5/3361515257/il_fullxfull.3361515257_ixyq.jpg,https://i.etsystatic.com/22049125/r/il/11b442/3361515339/il_fullxfull.3361515339_i57t.jpg,,,,,,,,,,,,,,,
"1x Battle crew soap bar","1:12 battle crew soap bar accessory (FIGURE NOT INCLUDED)",3,GBP,5,"toy_accessories,toy_props,soap_bar,replica,accessories,props,action_figure,1_12_scale,custom,miniature,toy,3D_printed",,https://i.etsystatic.com/22049125/r/il/ee0d06/3012314077/il_fullxfull.3012314077_n7cl.jpg,https://i.etsystatic.com/22049125/r/il/c762da/3665313044/il_fullxfull.3665313044_lav5.jpg,,,,,,,,,,,,,,,
"Animated green titan smirk head sculpted by @Orobus22  (unpainted) ***FIGURE NOT INCLUDED***","1x 3D printed green titan smirk head sculpted by @Orobus22  (unpainted) ***FIGURE NOT INCLUDED***",12,GBP,5,"alternate_head,1_12_scale,custom_head_sculpt,head_sculpt,toy_accessory,action_figure,RDJ_custom_creations,custom,6_inch_scale,toy_accessories,3D_printed,accessories,props",,https://i.etsystatic.com/22049125/r/il/c700e0/6085836688/il_fullxfull.6085836688_evmm.jpg,https://i.etsystatic.com/22049125/r/il/c3c252/6133904261/il_fullxfull.6133904261_ja3r.jpg,https://i.etsystatic.com/22049125/r/il/a7e43d/6133904355/il_fullxfull.6133904355_9tk4.jpg,https://i.etsystatic.com/22049125/r/il/de0c11/6133904471/il_fullxfull.6133904471_5y1d.jpg,,,,,,,,,,,,,
"1:12 wrist comms & black and gold accessories (FIGURES NOT INCLUDED)","1:12 wrist comms & black and gold accessories (FIGURES NOT INCLUDED)",10,GBP,3,"custom_made,miniature,replica,toy_props,6_inch_scale,3D_printed,toy_accessories,accessories,props,RDJ_custom_creations",,https://i.etsystatic.com/22049125/r/il/28f962/5873984543/il_fullxfull.5873984543_6jkt.jpg,,,,,,,,,,,,,,,,
"The comic artist head sculpt (unpainted) FIGURE NOT INCLUDED","3D printed unpainted comic artist head sculpt (FIGURE NOT INCLUDED) please state which body you plan to use it on",12,GBP,5,"accessories,action_figure,6_inch_scale,alternate_head,RDJ_custom_creations,3D_printed,toy_accessories,toy_props",,https://i.etsystatic.com/22049125/r/il/82ffca/5342835236/il_fullxfull.5342835236_15jr.jpg,https://i.etsystatic.com/22049125/r/il/0c109d/5390999953/il_fullxfull.5390999953_6a84.jpg,,,,,,,,,,,,,,,
"British Punk  head sculpt (unpainted) ***FIGURE NOT INCLUDED***","British Punk head sculpt (unpainted) ***FIGURE NOT INCLUDED***",12,GBP,11,"alternate_head,1_12_scale,custom_head_sculpt,head_sculpt,toy_accessory,action_figure,RDJ_custom_creations,6_inch_scale,custom,toy_accessories,3D_printed,toy_props,accessories",,https://i.etsystatic.com/22049125/r/il/fdc559/4978508356/il_fullxfull.4978508356_nanl.jpg,https://i.etsystatic.com/22049125/r/il/d90a70/5026761483/il_fullxfull.5026761483_1odq.jpg,,,,,,,,,,,,,,,
"Client request: a selection of items procured by the client","10 separate items picked by the client",180,GBP,3,"accessory_pack,3D_printed,toy_accessories,head_sculpt,6_inch_scale,accessories,RDJ_custom_creations",,https://i.etsystatic.com/22049125/r/il/e4c79c/4302021613/il_fullxfull.4302021613_6ncl.jpg,https://i.etsystatic.com/22049125/r/il/e88ed3/4254629714/il_fullxfull.4254629714_r4g2.jpg,,,,,,,,,,,,,,,
"Zombie insect guy v1 (unpainted) **FIGURE NOT INCLUDED**","3D printed zombie insect guy head sculpt **FIGURE NOT INCLUDED**",12,GBP,5,"RDJ_custom_creations,toy_accessories,props,accessories,3D_printed,6_inch_scale,action_figure",,https://i.etsystatic.com/22049125/r/il/30548e/4115956135/il_fullxfull.4115956135_jc6d.jpg,https://i.etsystatic.com/22049125/r/il/85c022/4115956095/il_fullxfull.4115956095_9u1u.jpg,https://i.etsystatic.com/22049125/r/il/33b71a/4115956099/il_fullxfull.4115956099_q3ri.jpg,,,,,,,,,,,,,,
"Clever bombs (set of x2)","3D printed clever bombs",13,GBP,5,"custom_made,3D_printed,6_inch_scale,RDJ_custom_creations,action_figure,toy_accessories",,https://i.etsystatic.com/22049125/r/il/13c451/3306842794/il_fullxfull.3306842794_o8bb.jpg,https://i.etsystatic.com/22049125/r/il/99cfbd/3306842786/il_fullxfull.3306842786_3uhx.jpg,https://i.etsystatic.com/22049125/r/il/d6e989/3354540115/il_fullxfull.3354540115_lwz3.jpg,,,,,,,,,,,,,,
"Animated green angry titan head sculpted by @Orobus22  (unpainted) ***FIGURE NOT INCLUDED***","1x 3D printed angry Titan head sculpted by @Orobus22  (unpainted) ***FIGURE NOT INCLUDED***",12,GBP,5,"alternate_head,1_12_scale,custom_head_sculpt,head_sculpt,toy_accessory,action_figure,RDJ_custom_creations,custom,6_inch_scale,toy_accessories,3D_printed,accessories,props",,https://i.etsystatic.com/22049125/r/il/16f723/6133908829/il_fullxfull.6133908829_kjke.jpg,https://i.etsystatic.com/22049125/r/il/e05188/6085841414/il_fullxfull.6085841414_q62i.jpg,https://i.etsystatic.com/22049125/r/il/c64dfb/6133909073/il_fullxfull.6133909073_doig.jpg,https://i.etsystatic.com/22049125/r/il/cd9860/6133909175/il_fullxfull.6133909175_77kq.jpg,,,,,,,,,,,,,
"Animated blue cat guy angry head sculpted by @Orobus22  (unpainted) ***FIGURE NOT INCLUDED***","1x 3D printed angry head sculpted by @Orobus22  (unpainted) ***FIGURE NOT INCLUDED***",12,GBP,5,"alternate_head,1_12_scale,custom_head_sculpt,head_sculpt,toy_accessory,action_figure,RDJ_custom_creations,custom,6_inch_scale,toy_accessories,3D_printed,accessories,props",,https://i.etsystatic.com/22049125/r/il/8d307b/6133892813/il_fullxfull.6133892813_dpw5.jpg,https://i.etsystatic.com/22049125/r/il/01d905/6133892961/il_fullxfull.6133892961_t067.jpg,https://i.etsystatic.com/22049125/r/il/0e6429/6133893049/il_fullxfull.6133893049_ca3p.jpg,https://i.etsystatic.com/22049125/r/il/234966/6085825408/il_fullxfull.6085825408_998q.jpg,,,,,,,,,,,,,
"Animated blue cat guy head sculpted by @Orobus22  (unpainted) ***FIGURE NOT INCLUDED***","1x 3D printed head sculpted by @Orobus22  (unpainted) ***FIGURE NOT INCLUDED***",12,GBP,5,"alternate_head,1_12_scale,custom_head_sculpt,head_sculpt,toy_accessory,action_figure,RDJ_custom_creations,custom,6_inch_scale,toy_accessories,3D_printed,accessories,props",,https://i.etsystatic.com/22049125/r/il/a7383c/6133880961/il_fullxfull.6133880961_th2y.jpg,https://i.etsystatic.com/22049125/r/il/3ccc23/6133881109/il_fullxfull.6133881109_bu9e.jpg,https://i.etsystatic.com/22049125/r/il/8ea79d/6085813366/il_fullxfull.6085813366_jy78.jpg,https://i.etsystatic.com/22049125/r/il/b91d76/6133881319/il_fullxfull.6133881319_1i38.jpg,,,,,,,,,,,,,
"Animated blue cat guy smirk head sculpted by @Orobus22  (unpainted) ***FIGURE NOT INCLUDED***","1x 3D printed smirk head sculpted by @Orobus22  (unpainted) ***FIGURE NOT INCLUDED***",12,GBP,5,"alternate_head,1_12_scale,custom_head_sculpt,head_sculpt,toy_accessory,action_figure,RDJ_custom_creations,custom,6_inch_scale,toy_accessories,3D_printed,accessories,props",,https://i.etsystatic.com/22049125/r/il/5cab1d/6085828462/il_fullxfull.6085828462_kp1c.jpg,https://i.etsystatic.com/22049125/r/il/e0c132/6133896341/il_fullxfull.6133896341_4z7m.jpg,https://i.etsystatic.com/22049125/r/il/265c41/6133896433/il_fullxfull.6133896433_pwlm.jpg,https://i.etsystatic.com/22049125/r/il/942d7b/6085828836/il_fullxfull.6085828836_iswn.jpg,,,,,,,,,,,,,
"4x pigeons (1:6 scale)","4x 3D printed and painted pigeons (1:16 scale)",35,GBP,3,"pigeons,custom,toy_accessories,display_piece,3D_printed,RDJ_custom_creations,diorama,6_inch_scale,action_figure,accessories,toy_prop",,https://i.etsystatic.com/22049125/r/il/04d61c/3951911798/il_fullxfull.3951911798_ikx2.jpg,,,,,,,,,,,,,,,,
"Giant teddy bear head sculpt 1:12 scale (painted) *FIGURE NOT INCLUDED*","1x 3D printed and painted giant teddy bear head sculpt 1:12 scale) *FIGURE NOT INCLUDED*",25,GBP,3,,,https://i.etsystatic.com/22049125/r/il/b5c8c0/5869081235/il_fullxfull.5869081235_p3ka.jpg,https://i.etsystatic.com/22049125/r/il/671fbb/5820991276/il_fullxfull.5820991276_1y7j.jpg,https://i.etsystatic.com/22049125/r/il/adbd25/5820991426/il_fullxfull.5820991426_86sq.jpg,,,,,,,,,,,,,,
"1:12 scale green pearl cylinder","1x 3D printed and painted 1:12 green pearl cylinder",20,GBP,3,"toy_prop,accessories,action_figure,6_inch_scale,diorama,rats,RDJ_custom_creations,3D_printed,display_piece,toy_accessories,custom",,https://i.etsystatic.com/22049125/r/il/68d0bd/5862196053/il_fullxfull.5862196053_est5.jpg,https://i.etsystatic.com/22049125/r/il/13507d/5814113638/il_fullxfull.5814113638_4j8t.jpg,https://i.etsystatic.com/22049125/r/il/816d4b/5862196309/il_fullxfull.5862196309_9842.jpg,,,,,,,,,,,,,,
"Spider toddler, tragic insect guy head sculpt, tombstone (painted)","3D printed and painted Spider toddler, tragic insect guy head sculpt, tombstone (painted)",75,GBP,4,"toy_props,custom_made,toy_accessories,accessory_pack,RDJ_custom_creations,accessories,alternate_head,6_inch_scale,head_sculpt",,https://i.etsystatic.com/22049125/r/il/86adfb/5534647563/il_fullxfull.5534647563_chlr.jpg,,,,,,,,,,,,,,,,
"1x feral man unpainted head sculpt + 1x wide eyed insect guy unpainted head sculpt ****FIGURES NOT INCLUDED****","2x unpainted 3D printed head sculpts (FIGURES NOT INCLUDED)",22,GBP,3,"3D_printed,alternate_head,custom_head_sculpt,head_sculpt,RDJ_custom_creations,toy_accessories,custom_made,toy_props,miniature,6_inch_scale",,https://i.etsystatic.com/22049125/r/il/99377f/4746959625/il_fullxfull.4746959625_mnfj.jpg,,,,,,,,,,,,,,,,
"Armoured Pedro Pecker unpainted head sculpt (FIGURE NOT INCLUDED)","1x 3D printed and painted Armoured Pedro Pecker unpainted head sculpt (FIGURE NOT INCLUDED)",12,GBP,9,"head_sculpt,RDJ_custom_creations,6_inch_scale,toy_prop,action_figure,alternate,custom_made,3D_printed,toy_accessories,custom_head_sculpt,custom",,https://i.etsystatic.com/22049125/r/il/430d2e/4688675422/il_fullxfull.4688675422_r3hz.jpg,,,,,,,,,,,,,,,,
"Chrome skull rider head sculpt (FIGURE NOT INCLUDED)","3D printed and painted Chrome skull rider head sculpt (FIGURE NOT INCLUDED) also available in white",25,GBP,3,"toy_accessories,accessory_pack,3D_printed,6_inch_scale,head_sculpt,accessories,RDJ_custom_creations",,https://i.etsystatic.com/22049125/r/il/492f5e/4370256615/il_fullxfull.4370256615_8ywv.jpg,https://i.etsystatic.com/22049125/r/il/682e30/4370256619/il_fullxfull.4370256619_3euk.jpg,,,,,,,,,,,,,,,
"Zombie doctor weird figure","Custom zombie defender strange full figure (skeleton arms included)",90,GBP,2,"accessories,Head_sculpt,alternate_head,toy_props,3D_printed,zombie,action_figure,6_inch_scale,RDJ_custom_creations",,https://i.etsystatic.com/22049125/r/il/5fbe9c/4090038445/il_fullxfull.4090038445_nmt2.jpg,https://i.etsystatic.com/22049125/r/il/d7775a/4042394990/il_fullxfull.4042394990_orz0.jpg,https://i.etsystatic.com/22049125/r/il/d65877/4090038287/il_fullxfull.4090038287_5r8o.jpg,https://i.etsystatic.com/22049125/r/il/2bb719/4042395100/il_fullxfull.4042395100_h6wk.jpg,,,,,,,,,,,,,
"Zombie one eye v2","3D printed zombie one eye head (FIGURE OT INCLUDED)",12,GBP,4,"action_figure,6_inch_scale,3D_printed,RDJ_custom_creations,accessories,props,toy_accessories",,https://i.etsystatic.com/22049125/r/il/b5422e/4115949837/il_fullxfull.4115949837_8g9l.jpg,https://i.etsystatic.com/22049125/r/il/916074/4115947431/il_fullxfull.4115947431_8wpr.jpg,https://i.etsystatic.com/22049125/r/il/d48389/4115947387/il_fullxfull.4115947387_g0vc.jpg,,,,,,,,,,,,,,
"Movie green menace head sculpt & menace glider","3D printed and painted movie menace head sculpt & menace glider + 2 bombs",50,GBP,5,"props,accessories,custom,action_figure,toy_accessories,3D_printed,6_inch_scale",,https://i.etsystatic.com/22049125/r/il/33a665/3964876678/il_fullxfull.3964876678_8jxc.jpg,,,,,,,,,,,,,,,,
"1:12 scale “Oh for Fox sake” mug","1:12 scale 3D printed and painted mug (figure NOT INCLUDED)",7.5,GBP,5,"custom,action_figure,props,toy_accessories,accessories,RDJ_custom_creations",,https://i.etsystatic.com/22049125/r/il/32843b/3425309193/il_fullxfull.3425309193_67m0.jpg,https://i.etsystatic.com/22049125/r/il/ca8b33/3425309231/il_fullxfull.3425309231_kw6e.jpg,,,,,,,,,,,,,,,
"Translucent blue photon cannon","1x 3D printed translucent blue photon cannon (FIGURES NOT INCLUDED)",30,GBP,3,"custom,toy_accessories,6_inch_scale,action_figure,3D_printed,RDJ_custom_creations,props,toy_prop",,https://i.etsystatic.com/22049125/r/il/c39dc7/3311253546/il_fullxfull.3311253546_ouos.jpg,,,,,,,,,,,,,,,,
"Red liquid alien vertical split head sculpt + severed Insect guy head accessory","3D printed alternate head sculpt for 1:12 red liquid alien(FIGURE NOT INCLUDED)",45,GBP,4,"action_figure,3D_printed,6_inch_scale,alternate_head,accessories,toy_accessories,RDJ_custom_creations,custom",,https://i.etsystatic.com/22049125/r/il/b1d01c/3302171876/il_fullxfull.3302171876_ofaq.jpg,https://i.etsystatic.com/22049125/r/il/5bcea6/3302171918/il_fullxfull.3302171918_ddj2.jpg,,,,,,,,,,,,,,,
"Red goo container","1:12 scale 3d printed Red goo container",12.5,GBP,4,"6_inch_scale,toy_prop,accessories,RDJ_custom_creations,3D_printed",,https://i.etsystatic.com/22049125/r/il/64e2f3/3295603059/il_fullxfull.3295603059_3gr9.jpg,https://i.etsystatic.com/22049125/r/il/acc5ea/3295603099/il_fullxfull.3295603099_jgiv.jpg,https://i.etsystatic.com/22049125/r/il/78d6b7/3295603089/il_fullxfull.3295603089_bp9f.jpg,,,,,,,,,,,,,,
"Time line emperor head sculpt set","A set of 3x time line emperor head sculpts comes with a complimentary bitten apple  (FIGURE NOT INCLUDED)",70,GBP,6,"accessories,custom_head_sculpt,3D_printed,toy_accessories,6_inch_scale,head_sculpt,RDJ_custom_creations",,https://i.etsystatic.com/22049125/r/il/8fd447/3295575835/il_fullxfull.3295575835_1cz6.jpg,https://i.etsystatic.com/22049125/r/il/d42c7a/3295575837/il_fullxfull.3295575837_o5hv.jpg,https://i.etsystatic.com/22049125/r/il/257933/3247890670/il_fullxfull.3247890670_957f.jpg,,,,,,,,,,,,,,
"1x mask","1:12 3D printed mask (please let me know which figure you plan to use it on)",5,GBP,9,"6_inch_scale,props,accessories,RDJ_custom_creations,toy_accessories",,https://i.etsystatic.com/22049125/r/il/aaa5ea/3255583236/il_fullxfull.3255583236_2fbr.jpg,,,,,,,,,,,,,,,,
"Super bad dad (neutral head)","Painted 1:12 3D printed Super bad dad head sculpt (FIGURE NOT INCLUDED)",25,GBP,5,"miniature,action_figure,3D_printed,accessories,toy_accessories,6_inch_scale",,https://i.etsystatic.com/22049125/r/il/7ebe69/3147604780/il_fullxfull.3147604780_139i.jpg,https://i.etsystatic.com/22049125/r/il/7dcccd/3147604738/il_fullxfull.3147604738_dacx.jpg,,,,,,,,,,,,,,,
"Gifted students plaque 1:12 scale","1:12 scale unpainted school for gifted students plaque",13,GBP,4,"custom,miniature,action_figure,3D_printed,toy,1_12_scale,6_inch_scale",,https://i.etsystatic.com/22049125/r/il/192d81/2962311702/il_fullxfull.2962311702_1kk1.jpg,,,,,,,,,,,,,,,,
"Energy hand effects (translucent yellow)","1:12 yellow Energy hand effects (FIGURE NOT INCLUDED)",12,GBP,3,"props,action_figure,toy_accessories,accessories,custom,energy,power_up,power_cosmic,krackle,energy_attack",,https://i.etsystatic.com/22049125/r/il/199748/3025389787/il_fullxfull.3025389787_jjwl.jpg,,,,,,,,,,,,,,,,
"Energy hand effects (green)","1:12 scale green Energy hand effects (FIGURE NOT INCLUDED)",12,GBP,5,"accessories,custom,props,action_figure,toy_accessories,energy,energy_attack,power_up",,https://i.etsystatic.com/22049125/r/il/ba58bd/2977699794/il_fullxfull.2977699794_acfy.jpg,,,,,,,,,,,,,,,,
"Mischief lady Godess’ sword 20cm display prop (painted)","1x 3D printed and painted Mischief lady Godess’ sword 20cm display prop",20,GBP,2,"toy_prop,accessories,action_figure,6_inch_scale,diorama,rats,RDJ_custom_creations,3D_printed,display_piece,toy_accessories,custom",,https://i.etsystatic.com/22049125/r/il/a729d1/6096554484/il_fullxfull.6096554484_ef6y.jpg,,,,,,,,,,,,,,,,
"Animated green titan head sculpted by @Orobus22  (painted) ***FIGURE NOT INCLUDED***","1x 3D printed and painted Animated green titan head sculpted by @Orobus22  ***FIGURE NOT INCLUDED***",25,GBP,7,"alternate_head,custom_head_sculpt,head_sculpt,accessories,action_figure,6_inch_scale,RDJ_custom_creations,toy_accessories,3D_printed",,https://i.etsystatic.com/22049125/r/il/f9e96a/6138051679/il_fullxfull.6138051679_4qli.jpg,https://i.etsystatic.com/22049125/r/il/4a3d15/6089978202/il_fullxfull.6089978202_mug2.jpg,,,,,,,,,,,,,,,
"Animated green titan head sculpted by @Orobus22  (unpainted) ***FIGURE NOT INCLUDED***","1x 3D printed head sculpted by @Orobus22  (unpainted) ***FIGURE NOT INCLUDED***",12,GBP,5,"alternate_head,1_12_scale,custom_head_sculpt,head_sculpt,toy_accessory,action_figure,RDJ_custom_creations,custom,6_inch_scale,toy_accessories,3D_printed,accessories,props",,https://i.etsystatic.com/22049125/r/il/cb84eb/6085832898/il_fullxfull.6085832898_fn37.jpg,https://i.etsystatic.com/22049125/r/il/eda26f/6085832966/il_fullxfull.6085832966_fm3o.jpg,https://i.etsystatic.com/22049125/r/il/a2e7c6/6085833054/il_fullxfull.6085833054_48rg.jpg,https://i.etsystatic.com/22049125/r/il/8fcf37/6085833162/il_fullxfull.6085833162_54pb.jpg,,,,,,,,,,,,,
"The Time mower (unpainted)","1x 3D printed unpainted time mower",20,GBP,6,"RDJ_custom_creations,accessories,3D_printed,toy_props,action_figure,6_inch_scale",,https://i.etsystatic.com/22049125/r/il/1318cf/5517448343/il_fullxfull.5517448343_jqc7.jpg,,,,,,,,,,,,,,,,
"uncle burglar head sculpt (painted)","3D printed and painted uncle burglar head sculpt (FIGURE NOT INCLUDED)",25,GBP,13,"toy_accessories,custom_made,custom,3D_printed,1_12_scale,accessories,6_inch_scale,toy_props,alternate_head",,https://i.etsystatic.com/22049125/r/il/4c2f34/5177585521/il_fullxfull.5177585521_td23.jpg,https://i.etsystatic.com/22049125/r/il/dfe502/5129360306/il_fullxfull.5129360306_f2rr.jpg,https://i.etsystatic.com/22049125/r/il/e88281/5129360432/il_fullxfull.5129360432_fuo7.jpg,,,,,,,,,,,,,,
"Movie green menace glider (painted)","1x 3D printed and painted movie green menace glider (FIGURE NOT INCLUDED)",30,GBP,4,"alternate,tangible_effects,3D_printed,accessories,toy_prop,RDJ_custom_creations,6_inch_scale,action_figure",,https://i.etsystatic.com/22049125/r/il/bf6bac/3732077064/il_fullxfull.3732077064_av9m.jpg,https://i.etsystatic.com/22049125/r/il/078aa1/3779661013/il_fullxfull.3779661013_63di.jpg,https://i.etsystatic.com/22049125/r/il/2f18a7/3779661027/il_fullxfull.3779661027_6evk.jpg,,,,,,,,,,,,,,
"Client request (4x red liquid alien heads + insect guy severed head accessory, black liquid alien head & tombstone) FIGURES NOT INCLUDED","Client request (4x carnage heads + Spider-Man severed head accessory, venom movie head and kraven’s last hunt tombstone) FIGURES NOT",155,GBP,3,"Head_sculpt,alternate_head,accessory_pack,custom_made,3D_printed,action_figure,6_inch_scale,toy_accessories,RDJ_custom_creations",,https://i.etsystatic.com/22049125/r/il/efa3e4/3647896570/il_fullxfull.3647896570_60es.jpg,,,,,,,,,,,,,,,,
"Ice guy effects","1:12 scale 3D printed white guy hand effects",12,GBP,3,"tangible_effects,action_figure,ice_effects,props,accessories,3D_printed,1_12_scale,6_inch_scale",,https://i.etsystatic.com/22049125/r/il/dacda8/3026270888/il_fullxfull.3026270888_2qs2.jpg,,,,,,,,,,,,,,,,
"Darren the D!ckhead upgrade kit (FIGURE NOT INCLUDED)","1x 3D printed and painted Darren the d!ckhead face plate and head piece (FIGURE NOT INCLUDED)",40,GBP,4,"toy_accessories,action_figure,custom,accessory_pack,3D_printed,1_12_scale,accessories,tangible_effects,6_inch_scale,RDJ_custom_creations",,https://i.etsystatic.com/22049125/r/il/f031d4/4784329228/il_fullxfull.4784329228_6d4a.jpg,https://i.etsystatic.com/22049125/r/il/abdb45/4784329222/il_fullxfull.4784329222_qq77.jpg,https://i.etsystatic.com/22049125/r/il/7c777c/4832592383/il_fullxfull.4832592383_56i7.jpg,,,,,,,,,,,,,,
"1:6 scale Red and blue holograms","1:6 scale red and blue holograms",22,GBP,3,"12_inch_scale,action_figure,energy,custom,toy_accessories,props,accessories,RDJ_custom_creations",,https://i.etsystatic.com/22049125/r/il/0148d2/3190630718/il_fullxfull.3190630718_18tj.jpg,,,,,,,,,,,,,,,,
"Unpainted unmasked green menace head sculpt (FIGURE NOT INCLUDED)","Unpainted 3D printed unmasked green menace head sculpt (FIGURE NOT INCLUDED)",12,GBP,8,"Head_sculpt,toy_accessories,accessories,3D_printed,6_inch_scale,action_figure,RDJ_custom_creations",,https://i.etsystatic.com/22049125/r/il/a2eb1e/6143211738/il_fullxfull.6143211738_tca6.jpg,https://i.etsystatic.com/22049125/r/il/79d27a/6191307129/il_fullxfull.6191307129_48xu.jpg,,,,,,,,,,,,,,,
"Angry feral man head sculpt (unpainted) ***FIGURE NOT INCLUDED***","Helmeted angry feral man head sculpt (unpainted) ***FIGURE NOT INCLUDED***",12,GBP,4,"alternate_head,1_12_scale,custom_head_sculpt,head_sculpt,toy_accessory,action_figure,RDJ_custom_creations,6_inch_scale,custom,toy_accessories,3D_printed,toy_props,accessories",,https://i.etsystatic.com/22049125/r/il/5f746a/6142646110/il_fullxfull.6142646110_4rjr.jpg,https://i.etsystatic.com/22049125/r/il/ce6fd3/6594011739/il_fullxfull.6594011739_3s9o.jpg,,,,,,,,,,,,,,,
"Water splash base effect (FIGURE NOT INCLUDED)","1x 3D printed Water splash base effect (FIGURE NOT INCLUDED)",30,GBP,7,,,https://i.etsystatic.com/22049125/r/il/9e293b/6028447966/il_fullxfull.6028447966_tqul.jpg,https://i.etsystatic.com/22049125/r/il/5748ef/6076513211/il_fullxfull.6076513211_sb2e.jpg,,,,,,,,,,,,,,,
"1x painted beaten up Devil guy head sculpt (FIGURE NOT INCLUDED)","1x 3D printed and painted beaten up devil guy head sculpt (FIGURE NOT INCLUDED)",25,GBP,13,"3D_printed,6_inch_scale,action_figure,RDJ_custom_creations,alternate_head,toy_accessories,props,custom",,https://i.etsystatic.com/22049125/r/il/2cfd19/5851146972/il_fullxfull.5851146972_cpne.jpg,https://i.etsystatic.com/22049125/r/il/a8df0f/5851141984/il_fullxfull.5851141984_bq57.jpg,https://i.etsystatic.com/22049125/r/il/77aebf/5851146290/il_fullxfull.5851146290_h1p5.jpg,,,,,,,,,,,,,,
"Rooftop cross (unpainted) FIGURE NOT INCLUDED","1x 3D printed unpainted rooftop cross (figure NOT INCLUDED)",17.5,GBP,5,"RDJ_custom_creations,accessories,3D_printed,toy_props,action_figure,6_inch_scale",,https://i.etsystatic.com/22049125/r/il/e4d7ac/5501544319/il_fullxfull.5501544319_gcgy.jpg,https://i.etsystatic.com/22049125/r/il/522d46/5453422280/il_fullxfull.5453422280_8qz3.jpg,https://i.etsystatic.com/22049125/r/il/c07549/5501545085/il_fullxfull.5501545085_qrnb.jpg,,,,,,,,,,,,,,
"x2 Olympic god head sculpts (unpainted)","2x unpainted Olympic god head sculpts (FIGURE NOT INCLUDED)",20,GBP,3,"alternate_head,head_sculpt,RDJ_custom_creations,6_inch_scale,toy_accessories,accessories,action_figure,3D_printed",,https://i.etsystatic.com/22049125/r/il/43a066/4166611668/il_fullxfull.4166611668_ibyy.jpg,https://i.etsystatic.com/22049125/r/il/9e90cd/4166611648/il_fullxfull.4166611648_8ye1.jpg,,,,,,,,,,,,,,,
"3x Green Bat boomerangs","3x 3D printed 1:12 Green bat boomerangs",15,GBP,2,"miniature,accessory_pack,action_figure,accessories,3D_printed,RDJ_custom_creations",,https://i.etsystatic.com/22049125/r/il/2b4b0b/3203393578/il_fullxfull.3203393578_oby9.jpg,,,,,,,,,,,,,,,,
"Energy hand effects (light blue)","1:12 scale 3D printed energy hand effects (FIGURE NOT INCLUDED)",12,GBP,4,"tangible_effects,effects,power_up,energy_attack,energy,custom,props,action_figure,toy_accessories",,https://i.etsystatic.com/22049125/r/il/ec450d/2977672718/il_fullxfull.2977672718_kpth.jpg,,,,,,,,,,,,,,,,
"Dragon punch hand effect (available in orange, green, red, pink and blue, please state which colour you’d like) FIGURE NOT INCLUDED","x1 Dragon punch hand effect (available in orange, green, red, pink and blue, please state which colour you’d like) FIGURE NOT INCLUDED",12.5,GBP,11,"energy_effects,tangible_effects,toy_accessories,display_piece,custom,toy_prop,3D_printed,6_inch_scale",,https://i.etsystatic.com/22049125/r/il/9c8426/6195083319/il_fullxfull.6195083319_1h79.jpg,https://i.etsystatic.com/22049125/r/il/58ee09/6146987262/il_fullxfull.6146987262_qgyk.jpg,https://i.etsystatic.com/22049125/r/il/c2abdb/6195083627/il_fullxfull.6195083627_14x6.jpg,https://i.etsystatic.com/22049125/r/il/1ab04e/6146988406/il_fullxfull.6146988406_e6fs.jpg,,,,,,,,,,,,,
"2x unpainted superior insect bots","2x unpainted 3D printed insect bots primed and ready to paint",2.5,GBP,18,"props,6_inch_scale,accessories,toy_accessory,3D_printed,action_figure,toy_accessories,RDJ_custom_creations",,https://i.etsystatic.com/22049125/r/il/22eb67/6141965014/il_fullxfull.6141965014_40lq.jpg,https://i.etsystatic.com/22049125/r/il/19e029/6141965098/il_fullxfull.6141965098_4qu2.jpg,,,,,,,,,,,,,,,
