TITLE,DESCRIPTION,PRICE,CURRENCY_CODE,QUANTITY,TAGS,MATERIALS,IMAGE1,IMAGE2,IMAGE3,IMAGE4,IMAGE5,IMAGE6,IMAGE7,IMAGE8,IMAGE9,IMAGE10,"VARIATION 1 TYPE","VARIATION 1 NAME","VARIATION 1 VALUES","VARIATION 2 TYPE","VARIATION 2 NAME","VARIATION 2 VALUES",SKU
"ALL CAPS bust","Painted ALL CAPS bust (8cm H, 5cm W, 5cm D)",75,GBP,3,"rap,decoration,Rapper,bust,custom,miniature,toy_accessories,toy_props,props,3D_printed,mask",,https://i.etsystatic.com/22049125/r/il/618afc/2964690558/il_fullxfull.2964690558_7zhp.jpg,https://i.etsystatic.com/22049125/r/il/2f52c8/2964690560/il_fullxfull.2964690560_2wnm.jpg,https://i.etsystatic.com/22049125/r/il/aecd3e/2964690572/il_fullxfull.2964690572_oytj.jpg,https://i.etsystatic.com/22049125/r/il/c3c4d0/2964690712/il_fullxfull.2964690712_evnm.jpg,https://i.etsystatic.com/22049125/r/il/104273/2964690722/il_fullxfull.2964690722_5iw4.jpg,,,,,,,,,,,,
"Animated blue Cat man head sculpt","Painted animated blue cat man head sculpt",20,GBP,11,"custom_head_sculpt,alternate_head,custom,6_inch_scale,action_figure,Head_sculpt",,https://i.etsystatic.com/22049125/r/il/b5912e/2414182323/il_fullxfull.2414182323_2v3t.jpg,,,,,,,,,,,,,,,,
"Hand energy effects V.2 (purple)","1:12 scale 3D printed hand effects (FIGURE NOT INCLUDED)",12,GBP,3,"3D_printed,tangible_effects,effects,power_up,energy_attack,energy,accessories,custom,action_figure,props,toy_accessories",,https://i.etsystatic.com/22049125/r/il/3bfc62/2978548028/il_fullxfull.2978548028_efeg.jpg,,,,,,,,,,,,,,,,
"Unpainted Animated angry southern redhead sculpt (FIGURE NOT INCLUDED)","Unpainted Animated angry southern redhead sculpt (FIGURE NOT INCLUDED)",12,GBP,5,"Head_sculpt,toy_accessories,accessories,3D_printed,6_inch_scale,action_figure,RDJ_custom_creations",,https://i.etsystatic.com/22049125/r/il/77b9d7/5968381865/il_fullxfull.5968381865_beql.jpg,https://i.etsystatic.com/22049125/r/il/14773d/5920292612/il_fullxfull.5920292612_4cuv.jpg,,,,,,,,,,,,,,,
"4x heads, 4x props bundle","A selection of items picked by the client",155,GBP,5,,,https://i.etsystatic.com/22049125/r/il/f7f308/3249336716/il_fullxfull.3249336716_himv.jpg,,,,,,,,,,,,,,,,
"Rooftop cross  (painted) *FIGURE NOT INCLUDED*","1x 3D printed rooftop cross  (painted)  *FIGURE NOT INCLUDED*",25,GBP,8,,,https://i.etsystatic.com/22049125/r/il/2880c3/5493221540/il_fullxfull.5493221540_lyvf.jpg,https://i.etsystatic.com/22049125/r/il/711fdf/5501532261/il_fullxfull.5501532261_g3bu.jpg,https://i.etsystatic.com/22049125/r/il/dd277f/5501532553/il_fullxfull.5501532553_cg2c.jpg,https://i.etsystatic.com/22049125/r/il/7fd58d/5453410476/il_fullxfull.5453410476_akqr.jpg,https://i.etsystatic.com/22049125/r/il/3ed602/5501533121/il_fullxfull.5501533121_zb83.jpg,,,,,,,,,,,,
"1x painted angry Devil guy head sculpt (FIGURE NOT INCLUDED)","1x 3D printed and painted angry devil guy head sculpt (FIGURE NOT INCLUDED) 
***Please state your choice of clean or bloody look***",25,GBP,12,"3D_printed,6_inch_scale,action_figure,RDJ_custom_creations,alternate_head,toy_accessories,props,custom",,https://i.etsystatic.com/22049125/r/il/bcfb10/3851612089/il_fullxfull.3851612089_dr9i.jpg,https://i.etsystatic.com/22049125/r/il/040ee9/3807524958/il_fullxfull.3807524958_c95u.jpg,https://i.etsystatic.com/22049125/r/il/e25b22/3807524946/il_fullxfull.3807524946_3bir.jpg,,,,,,,,,,,,,,
"Time portal device painted (FIGURE NOT INCLUDED)","3D printed 1:12 painted time portal device (FIGURE NOT INCLUDED)",12.5,GBP,16,"12_inch_figure,1_6_scale,props,accessories,3D_printed,tangible_effects,action_figure",,https://i.etsystatic.com/22049125/r/il/d405c2/5138865431/il_fullxfull.5138865431_5an9.jpg,https://i.etsystatic.com/22049125/r/il/84a4e6/5090637500/il_fullxfull.5090637500_awu0.jpg,https://i.etsystatic.com/22049125/r/il/cd7837/5090637592/il_fullxfull.5090637592_5r9n.jpg,,,,,,,,,,,,,,
"Insect psycho guy head sculpt only (painted) ***FIGURE NOT INCLUDED***","1x 3D printed and painted insect psycho guy head sculpt (FIGURE NOT INCLUDED)",25,GBP,4,"toy_prop,3D_printed,6_inch_scale,toy_accessories,RDJ_custom_creations,custom_made,Head_sculpt,alternate_head",,https://i.etsystatic.com/22049125/r/il/344d32/6019962469/il_fullxfull.6019962469_fd09.jpg,https://i.etsystatic.com/22049125/r/il/623129/5971883170/il_fullxfull.5971883170_mfm4.jpg,,,,,,,,,,,,,,,
"X4 rats & 4x pigeons (1:12 scale)","8 3D printed and painted items- 4x rats & 4x pigeons (1:12 scale)",35,GBP,2,"rats,toy_prop,accessories,action_figure,6_inch_scale,diorama,RDJ_custom_creations,3D_printed,display_piece,toy_accessories,custom,pigeons",,https://i.etsystatic.com/22049125/r/il/c6b45d/3999578843/il_fullxfull.3999578843_67cl.jpg,,,,,,,,,,,,,,,,
"x1 Yellow menace head sculpt & x1 glider (figure NOT INCLUDED)","3D printed & painted yellow menace head and glider (figure NOT INCLUDED)",50,GBP,1,"6_inch_scale,3D_printed,accessories,action_figure,RDJ_custom_creations,toy_accessories,alternate_head",,https://i.etsystatic.com/22049125/r/il/847b3e/3568962396/il_fullxfull.3568962396_nhs4.jpg,https://i.etsystatic.com/22049125/r/il/e0fe79/3616588673/il_fullxfull.3616588673_7doe.jpg,https://i.etsystatic.com/22049125/r/il/b1c1b5/3830367868/il_fullxfull.3830367868_8sn5.jpg,,,,,,,,,,,,,,
"Mischievous Alligator & Hammer frog","3D printed & hand painted mischievous alligator & hammer frog",30,GBP,1,"toy_prop,toy_accessories,action_figure,accessories,6_inch_scale,3D_printed,RDJ_custom_creations",,https://i.etsystatic.com/22049125/r/il/0fc56b/3217495436/il_fullxfull.3217495436_gz3v.jpg,,,,,,,,,,,,,,,,
"Madam hour","1x 3D printed madam hour (Figure & blue cube NOT included)",7.5,GBP,12,"RDJ_custom_creations,accessories,custom,6_inch_scale,props,miniature,action_figure,toy_prop",,https://i.etsystatic.com/22049125/r/il/49022a/5446230174/il_fullxfull.5446230174_f5xd.jpg,https://i.etsystatic.com/22049125/r/il/587bc9/3206460726/il_fullxfull.3206460726_5xg6.jpg,https://i.etsystatic.com/22049125/r/il/fcc3a4/3141175620/il_fullxfull.3141175620_hzt8.jpg,,,,,,,,,,,,,,
"Zombie doctor weird head sculpt","3D printed and painted zombie doctor weird strange head sculpt",25,GBP,9,"alternate_head,custom,3D_printed,Head_sculpt,6_inch_scale,RDJ_custom_creations,custom_head_sculpt",,https://i.etsystatic.com/22049125/r/il/c614cd/3999006632/il_fullxfull.3999006632_bkf2.jpg,https://i.etsystatic.com/22049125/r/il/698537/4046654417/il_fullxfull.4046654417_spo0.jpg,https://i.etsystatic.com/22049125/r/il/943781/3999006650/il_fullxfull.3999006650_r7r3.jpg,,,,,,,,,,,,,,
"President Mischief godhead sculpt + vote badge & blood splat","1x unpainted president Mischief god head sculpt + 1x 3D printed blood splat & 1x painted vote badge (FIGURE NOT INCLUDED)",15.5,GBP,4,"toy_accessories,action_figure,RDJ_custom_creations,custom,toy_prop,3D_printed,6_inch_scale,accessories",,https://i.etsystatic.com/22049125/r/il/924349/3270485347/il_fullxfull.3270485347_3hwy.jpg,,,,,,,,,,,,,,,,
"Mischief god hammer","1x 3D printed, painting 1:12 Mischief god hammer",13,GBP,3,"action_figure,6_inch_scale,accessories,accessory_pack,3D_printed,RDJ_custom_creations",,https://i.etsystatic.com/22049125/r/il/293f7f/3251814805/il_fullxfull.3251814805_fgjf.jpg,,,,,,,,,,,,,,,,
"1x mask +5x super warrior juice","3D printed 1x mask +5x super warrior juices",17.5,GBP,3,"toy_props,action_figure,3D_printed,props,accessories,toy_accessories,custom",,https://i.etsystatic.com/22049125/r/il/7ad4db/3294840100/il_fullxfull.3294840100_dnyx.jpg,,,,,,,,,,,,,,,,
"The ruler’s throne (unpainted)","3D printed 1:12 ruler’s throne (unpainted)",55,GBP,16,"throne,RDJ_custom_creations,toy_accessories,accessories,6_inch_scale",,https://i.etsystatic.com/22049125/r/il/d32fd9/5720391233/il_fullxfull.5720391233_oahu.jpg,https://i.etsystatic.com/22049125/r/il/81a02c/5720392515/il_fullxfull.5720392515_tr6t.jpg,https://i.etsystatic.com/22049125/r/il/343572/5672342010/il_fullxfull.5672342010_p4dl.jpg,,,,,,,,,,,,,,
"2x 3D printed and painted superior insect bots","2x 3D printed and painted superior insect bots (sculpted by @innovation model)",5,GBP,7,"6_inch_scale,props,accessories,RDJ_custom_creations,toy_accessories",,https://i.etsystatic.com/22049125/r/il/92bdbf/6190059537/il_fullxfull.6190059537_f7iu.jpg,https://i.etsystatic.com/22049125/r/il/b7a44a/6190059895/il_fullxfull.6190059895_r7ig.jpg,,,,,,,,,,,,,,,
"Photon cannon (unpainted)","1:12 scale 3D printed Proton cannon",25,GBP,6,"power_up,toy_prop,action_figure,props,6_inch_scale,accessories,energy_attack",,https://i.etsystatic.com/22049125/r/il/2f921d/3268286890/il_fullxfull.3268286890_8203.jpg,https://i.etsystatic.com/22049125/r/il/06d706/3268286892/il_fullxfull.3268286892_2f9s.jpg,,,,,,,,,,,,,,,
"Tragic backstory insect guy head sculpt (painted) FIGURE NOT INCLUDED","1x 3D printed and painted tragic backstory insect guy head sculpt (FIGURE NOT INCLUDED)",25,GBP,7,"head_sculpt,toy_props,toy_accessories,accessories,3D_printed,6_inch_scale,RDJ_custom_creations,custom_head_sculpt",,https://i.etsystatic.com/22049125/r/il/84bd7c/5277487543/il_fullxfull.5277487543_ivod.jpg,https://i.etsystatic.com/22049125/r/il/91a882/5277487709/il_fullxfull.5277487709_1vaa.jpg,https://i.etsystatic.com/22049125/r/il/e328a2/5277487835/il_fullxfull.5277487835_p5q8.jpg,,,,,,,,,,,,,,
"Lightning hand effect (blue)","1:12 scale 3D printed lightning hand effect in blue Also available in different colours (FIGURE NOT INCLUDED)",10,GBP,12,"electricity,lightning,power_up,energy_attack,accessories,toy_accessories,action_figure,props,6_inch_scale,tangible_effects,effects,energy",,https://i.etsystatic.com/22049125/r/il/83a235/2991191968/il_fullxfull.2991191968_stwb.jpg,https://i.etsystatic.com/22049125/r/il/fbac1d/3038899975/il_fullxfull.3038899975_69ib.jpg,,,,,,,,,,,,,,,
"Spider toddler","1x unpainted spider toddler static figure",13,GBP,15,,,https://i.etsystatic.com/22049125/r/il/91acb6/5166231435/il_fullxfull.5166231435_3mvt.jpg,https://i.etsystatic.com/22049125/r/il/47a9e1/5166231509/il_fullxfull.5166231509_fk78.jpg,https://i.etsystatic.com/22049125/r/il/9dc013/5118001346/il_fullxfull.5118001346_h2pp.jpg,https://i.etsystatic.com/22049125/r/il/6a5065/5166231677/il_fullxfull.5166231677_a2og.jpg,,,,,,,,,,,,,
"1x painted Amazing insect guy head sculpt (FIGURE NOT INCLUDED)","1x 3D printed and painted Amazing insect guy head sculpt (FIGURE NOT INCLUDED)",25,GBP,19,"3D_printed,6_inch_scale,action_figure,RDJ_custom_creations,alternate_head,toy_accessories,props,custom",,https://i.etsystatic.com/22049125/r/il/519338/5152762819/il_fullxfull.5152762819_l4sy.jpg,https://i.etsystatic.com/22049125/r/il/238c67/5104535194/il_fullxfull.5104535194_hdjf.jpg,,,,,,,,,,,,,,,
"The hunter’s insect guy tombstone (figures NOT INCLUDED)","3D printed 1:12 scale the hunter’s insect guy (figures NOT INCLUDED)",25,GBP,6,"accessories,toy_prop,6_inch_scale,toy_accessories,props,RDJ_custom_creations,3D_printed",,https://i.etsystatic.com/22049125/r/il/2685ff/3610196714/il_fullxfull.3610196714_p73b.jpg,https://i.etsystatic.com/22049125/r/il/dd2c16/3610196534/il_fullxfull.3610196534_r6tq.jpg,https://i.etsystatic.com/22049125/r/il/5e9130/3610196628/il_fullxfull.3610196628_3uu1.jpg,,,,,,,,,,,,,,
"The ruler’s throne V2 (painted) + chalice *FIGURE NOT INCLUDED*","1x 3D printed and painted the Ruler’s throne V2 + chalice 1:12 scale ***FIGURE NOT INCLUDED***",80,GBP,6,"rap,decoration,Rapper,bust,custom,miniature,toy_accessories,toy_props,props,3D_printed,mask",,https://i.etsystatic.com/22049125/r/il/242ee6/5987682949/il_fullxfull.5987682949_35sw.jpg,https://i.etsystatic.com/22049125/r/il/b49bad/5987684197/il_fullxfull.5987684197_fm0j.jpg,https://i.etsystatic.com/22049125/r/il/101094/5939621222/il_fullxfull.5939621222_3lft.jpg,https://i.etsystatic.com/22049125/r/il/b219b7/5939622194/il_fullxfull.5939622194_8sgv.jpg,,,,,,,,,,,,,
"British Punk half masked head sculpt (painted) ***FIGURE NOT INCLUDED***","British Punk head half masked sculpt (painted) ***FIGURE NOT INCLUDED***",25,GBP,10,"alternate_head,1_12_scale,custom_head_sculpt,head_sculpt,toy_accessory,action_figure,RDJ_custom_creations,6_inch_scale,custom,toy_accessories,3D_printed,toy_props,accessories",,https://i.etsystatic.com/22049125/r/il/70e0fb/5184385491/il_fullxfull.5184385491_jc90.jpg,,,,,,,,,,,,,,,,
"Unpainted neck cover for green menace (FIGURE NOT INCLUDED)","3D printed unpainted neck cover for green menace (FIGURE NOT INCLUDED)",3,GBP,98,"6_inch_scale,3D_printed,toy_props,toy_accessories,action_figure",,https://i.etsystatic.com/22049125/r/il/8d43cf/5696487687/il_fullxfull.5696487687_l6cp.jpg,https://i.etsystatic.com/22049125/r/il/12eca6/5648422846/il_fullxfull.5648422846_smq0.jpg,https://i.etsystatic.com/22049125/r/il/14a8ab/5648422932/il_fullxfull.5648422932_6ajr.jpg,,,,,,,,,,,,,,
"Trick shot arrows (FIGURE NOT INCLUDED)","3D printed and painted trick shot arrows for marvel legends 1/12 scale figures (FIGURE NOT INCLUDED)",12,GBP,1,"props,6_inch_scale,3D_printed,action_figure,accessory_pack,RDJ_custom_creations,toy_accessories,accessories",,https://i.etsystatic.com/22049125/r/il/ed11b6/4417812376/il_fullxfull.4417812376_26vm.jpg,,,,,,,,,,,,,,,,
"X3 time collars (figure NOT included)","3x 3D printed & painted time collars",22.5,GBP,5,"accessories,6_inch_scale,3D_printed,RDJ_custom_creations,toy_props",,https://i.etsystatic.com/22049125/r/il/5bcfa3/3380420109/il_fullxfull.3380420109_o3oi.jpg,,,,,,,,,,,,,,,,
"Mercenary toddler sculpted by the black gorilla armoury (unpainted)","1x 3D printed mercenary toddler (unpainted)",12,GBP,7,"toy_prop,3D_printed,props,6_inch_scale,accessories,toy_accessories,RDJ_custom_creations",,https://i.etsystatic.com/22049125/r/il/cff9f2/6211054996/il_fullxfull.6211054996_8q9g.jpg,,,,,,,,,,,,,,,,
"1x Minifigure wrist communicator (FIGURE NOT INCLUDED)","1x 3D printed and painted minifigure wrist communicator (FIGURE NOT INCLUDED)",1.5,GBP,29,"hologram,6_inch_scale,accessories,3D_printed,toy_accessories,RDJ_custom_creations",,https://i.etsystatic.com/22049125/r/il/e659dd/5935571240/il_fullxfull.5935571240_8u1z.jpg,https://i.etsystatic.com/22049125/r/il/3e962e/5935571398/il_fullxfull.5935571398_bf70.jpg,https://i.etsystatic.com/22049125/r/il/1adcd1/5983640685/il_fullxfull.5983640685_efs1.jpg,,,,,,,,,,,,,,
"Oni mask (unpainted)","1:12 scale red Oni mask unpainted (FIGURE NOT INCLUDED)",7.5,GBP,14,"props_and_accessorie,mask,miniature,custom,action_figure,toy,3D_printed,1_12_scale,6_inch_scale",,https://i.etsystatic.com/22049125/r/il/2d1958/6412550597/il_fullxfull.6412550597_ror6.jpg,https://i.etsystatic.com/22049125/r/il/05930b/6412550715/il_fullxfull.6412550715_m2ka.jpg,,,,,,,,,,,,,,,
"1x 1:12 scale DNA changing laser (unpainted) figure not included","3D printed DNA changing laser (unpainted) FIGURE NOT INCLUDED",7,GBP,11,"toy_prop,3D_printed,props,6_inch_scale,accessories,toy_accessories,RDJ_custom_creations",,https://i.etsystatic.com/22049125/r/il/59190e/6117450425/il_fullxfull.6117450425_oekv.jpg,https://i.etsystatic.com/22049125/r/il/d39b3e/6069387132/il_fullxfull.6069387132_3gqm.jpg,https://i.etsystatic.com/22049125/r/il/e8e910/6117450555/il_fullxfull.6117450555_335b.jpg,https://i.etsystatic.com/22049125/r/il/2fb427/6069387012/il_fullxfull.6069387012_5vex.jpg,,,,,,,,,,,,,
"Sinister weird head sculpt (FIGURE NOT INCLUDED)","3D printed and painted sinister weird head sculpt (comes with 1x dark magic book) FIGURE NOT INCLUDED",30,GBP,3,"action_figure,3D_printed,RDJ_custom_creations,1_12_scale,6_inch_scale,custom",,https://i.etsystatic.com/22049125/r/il/0214b1/4086625985/il_fullxfull.4086625985_ano1.jpg,https://i.etsystatic.com/22049125/r/il/2be69b/4086631383/il_fullxfull.4086631383_3y33.jpg,,,,,,,,,,,,,,,
"Client request bundle","A selection of 3D printed toy accessories",170,GBP,1,,,https://i.etsystatic.com/22049125/r/il/50625a/5053256353/il_fullxfull.5053256353_k381.jpg,,,,,,,,,,,,,,,,
"Sir Nite head (FIGURE NOT INCLUDED)","3D printed and painted Sir Nite head sculpt (FIGURE NOT INCLUDED)
***Choice of whites out eyes or standard eyes, please state which you’d prefer***",15,GBP,1,"custom_made,head_sculpt,alternate_head,accessories,6_inch_scale,3D_printed,action_figure,toy_accessories,RDJ_custom_creations",,https://i.etsystatic.com/22049125/r/il/f48b3c/3741238570/il_fullxfull.3741238570_dgj3.jpg,https://i.etsystatic.com/22049125/r/il/8d90c1/3788823715/il_fullxfull.3788823715_jmf7.jpg,https://i.etsystatic.com/22049125/r/il/2ece90/3741238710/il_fullxfull.3741238710_qv8f.jpg,,,,,,,,,,,,,,
"1:12 captured bounty mercenary (painted)","1:12 captured bounty mercenary (painted)",22,GBP,3,"12_inch_scale,action_figure,energy,custom,toy_accessories,props,accessories,RDJ_custom_creations",,https://i.etsystatic.com/22049125/r/il/74a0c0/5850956682/il_fullxfull.5850956682_t348.jpg,https://i.etsystatic.com/22049125/r/il/5679fd/5899051543/il_fullxfull.5899051543_qfop.jpg,,,,,,,,,,,,,,,
"Dr weird dragon spell hand effects (available in orange, green, red, pink and blue, please state which colour you’d like)","X2 3D printed Dragon spell hand effects for 6” figures (FIGURE NOT INCLUDED)",12.5,GBP,6,"energy_effects,tangible_effects,toy_accessories,display_piece,custom,toy_prop,3D_printed,6_inch_scale",,https://i.etsystatic.com/22049125/r/il/f2a8f6/3992633537/il_fullxfull.3992633537_q09t.jpg,https://i.etsystatic.com/22049125/r/il/954869/3992633519/il_fullxfull.3992633519_k4l2.jpg,https://i.etsystatic.com/22049125/r/il/91fb65/3945181818/il_fullxfull.3945181818_t7js.jpg,,,,,,,,,,,,,,
"Skull guy head sculpt unpainted (FIGURE NOT INCLUDED)","3D printed unpainted skull guy head sculpt (FIGURE NOT INCLUDED)",12,GBP,6,"accessories,action_figure,6_inch_scale,alternate_head,RDJ_custom_creations,3D_printed,toy_accessories,toy_props",,https://i.etsystatic.com/22049125/r/il/620c30/5363235511/il_fullxfull.5363235511_sz44.jpg,,,,,,,,,,,,,,,,
"Special school plaque 1:12 scale","1:12 scale painted Special school for talented youths plaque",25,GBP,1,"props_and_accessorie,action_figure,miniature,toy,6_inch_scale,1_12_scale,3D_printed",,https://i.etsystatic.com/22049125/r/il/d84c3d/2960530560/il_fullxfull.2960530560_isvc.jpg,https://i.etsystatic.com/22049125/r/il/5b6cb1/6274349130/il_fullxfull.6274349130_1bi5.jpg,,,,,,,,,,,,,,,
"Armoured Pedro Pecker painted head sculpt (FIGURE NOT INCLUDED)","1x 3D printed and painted Pedro Pecker head sculpt (FIGURE NOT INCLUDED)",22,GBP,10,"alternate,custom_made,3D_printed,action_figure,toy_prop,6_inch_scale,RDJ_custom_creations,toy_accessories,head_sculpt,custom_head_sculpt",,https://i.etsystatic.com/22049125/r/il/0de91e/4688667802/il_fullxfull.4688667802_ovf4.jpg,https://i.etsystatic.com/22049125/r/il/71b13e/4736890075/il_fullxfull.4736890075_3izt.jpg,https://i.etsystatic.com/22049125/r/il/776b27/4688667786/il_fullxfull.4688667786_ieuw.jpg,,,,,,,,,,,,,,
"2x battle crew bar of soap 1:6 scale","2x 3D printed battle crew bar of soaps 1:6 scale (12 inch figures)",12,GBP,6,"toy_accessories,action_figure,accessories,3D_printed,toy_prop",,https://i.etsystatic.com/22049125/r/il/f8acd0/3665303658/il_fullxfull.3665303658_6hlr.jpg,,,,,,,,,,,,,,,,
"4x alternate Red liquid alien heads + severed Insect guy head","4x 3D printed alternate red liquid alien heads + severed Insect guy head accessory",110,GBP,9,"head_sculpt,custom_made,replica,miniature,alternate_head,3D_printed,custom,6_inch_scale,toy_accessories,RDJ_custom_creations,accessories,action_figure",,https://i.etsystatic.com/22049125/r/il/78f871/3350338673/il_fullxfull.3350338673_bpwl.jpg,https://i.etsystatic.com/22049125/r/il/e58632/3302640018/il_fullxfull.3302640018_fw0w.jpg,https://i.etsystatic.com/22049125/r/il/fdcd60/3350338847/il_fullxfull.3350338847_3o07.jpg,https://i.etsystatic.com/22049125/r/il/6987f1/3302640178/il_fullxfull.3302640178_nvcc.jpg,,,,,,,,,,,,,
"Spider toddler (painted)","1x painted 1:12 spider toddler static figure",25,GBP,5,,,https://i.etsystatic.com/22049125/r/il/90b910/5051940215/il_fullxfull.5051940215_528p.jpg,https://i.etsystatic.com/22049125/r/il/ef684b/5003708136/il_fullxfull.5003708136_chvd.jpg,https://i.etsystatic.com/22049125/r/il/5c6e53/5003708140/il_fullxfull.5003708140_gnsx.jpg,,,,,,,,,,,,,,
"Insect guy Zombie v2 head sculpt (unpainted) **FIGURE NOT INCLUDED**","3D printed unpainted insect guy zombie head sculpt (FIGURE NOT INCLUDED)",12,GBP,4,"action_figure,6_inch_scale,3D_printed,RDJ_custom_creations,accessories,props,toy_accessories",,https://i.etsystatic.com/22049125/r/il/efc02a/4115958265/il_fullxfull.4115958265_tciw.jpg,https://i.etsystatic.com/22049125/r/il/249f96/4068309218/il_fullxfull.4068309218_hglo.jpg,https://i.etsystatic.com/22049125/r/il/63ca7b/4068309220/il_fullxfull.4068309220_d8dr.jpg,,,,,,,,,,,,,,
"Client request: a selection of items picked by the client","A selection of 3D printed items selected by the client",58,GBP,1,"3D_printed,toy_props,action_figure,6_inch_scale,accessories",,https://i.etsystatic.com/22049125/r/il/15f868/6060853042/il_fullxfull.6060853042_arzi.jpg,,,,,,,,,,,,,,,,
"Skull guy painted head sculpt (FIGURE NOT INCLUDED)","1x 3D printed and painted angry devil guy head sculpt (FIGURE NOT INCLUDED) 
***Please state your choice of clean or bloody look***",25,GBP,2,"3D_printed,6_inch_scale,action_figure,RDJ_custom_creations,alternate_head,toy_accessories,props,custom",,https://i.etsystatic.com/22049125/r/il/e7f28b/5334702016/il_fullxfull.5334702016_quk0.jpg,,,,,,,,,,,,,,,,
"Deadman walking sword & axe","3D printed deadman walking axe and sword (also available in bloody variant, please message me which you’d prefer) FIGURE NOT INCLUDED",20,GBP,3,"props,action_figure,toy_prop,accessories,weapons,accessory_pack",,https://i.etsystatic.com/22049125/r/il/86665a/3316205569/il_fullxfull.3316205569_jmkd.jpg,https://i.etsystatic.com/22049125/r/il/ac0284/3316205567/il_fullxfull.3316205567_rbhy.jpg,https://i.etsystatic.com/22049125/r/il/2c0b13/3268523704/il_fullxfull.3268523704_fpjx.jpg,,,,,,,,,,,,,,
"Store exclusive- Ancient tablet relic textured and painted (figures NOT INCLUDED)","3D printed 1:12 scale  Ancient tablet relic textured and painted (figures NOT INCLUDED)",25,GBP,7,"accessories,toy_prop,6_inch_scale,toy_accessories,props,RDJ_custom_creations,3D_printed",,https://i.etsystatic.com/22049125/r/il/4a6205/5893006644/il_fullxfull.5893006644_mjb6.jpg,https://i.etsystatic.com/22049125/r/il/7e5fba/5940251371/il_fullxfull.5940251371_q8zv.jpg,,,,,,,,,,,,,,,
"1:12 scale Psychic bow & arrow (available in pink, yellow, green, blue, purple, red, orange) *please state which colour you would like","1x 1:12 scale 3D printed psychic bow & arrow in the colour of your choice",15,GBP,2,"action_figure,toy_props,props,lightning_arrow,accessory_pack,display_piece,3D_printed,accessories,RDJ_custom_creations,6_inch_scale",,https://i.etsystatic.com/22049125/r/il/56bd13/3251100881/il_fullxfull.3251100881_h3xe.jpg,,,,,,,,,,,,,,,,
"Mr funny man head sculpt (painted) FIGURE NOT INCLUDED","Mr funny man (painted) FIGURE NOT INCLUDED",20,GBP,4,"thief,mask,masked_man,bank_robber,miniature,Head_sculpt,custom_head_sculpt,6_inch_scale",,https://i.etsystatic.com/22049125/r/il/369345/6058815994/il_fullxfull.6058815994_kifm.jpg,https://i.etsystatic.com/22049125/r/il/2c25a8/6058816340/il_fullxfull.6058816340_elso.jpg,https://i.etsystatic.com/22049125/r/il/411810/6106880455/il_fullxfull.6106880455_jtsn.jpg,,,,,,,,,,,,,,
"Demon gnome","3D printed & painted demon gnome with glow in the dark/UV light eyes",10,GBP,7,"accessories,toy_accessories,props,action_figure,6_inch_scale,3D_printed,RDJ_custom_creations",,https://i.etsystatic.com/22049125/r/il/c9138d/3421808861/il_fullxfull.3421808861_cbfo.jpg,https://i.etsystatic.com/22049125/r/il/f06bc8/3421808859/il_fullxfull.3421808859_3ff4.jpg,,,,,,,,,,,,,,,
"Alternate dimensional warrior head sculpt (FIGURE NOT INCLUDED)","1:12 painted alternate dimensional warrior head sculpt (FIGURE NOT INCLUDED)",20,GBP,10,"toy_props,alternate_head,RDJ_custom_creations,toy_accessories,action_figure,Head_sculpt,alternate,custom,6_inch_scale",,https://i.etsystatic.com/22049125/r/il/ad1722/2356956254/il_fullxfull.2356956254_4ujx.jpg,https://i.etsystatic.com/22049125/r/il/59d92e/2404554091/il_fullxfull.2404554091_2smt.jpg,https://i.etsystatic.com/22049125/r/il/1af247/2404553945/il_fullxfull.2404553945_8czk.jpg,,,,,,,,,,,,,,
"Rejected franchise card player painted head sculpt (FIGURE NOT INCLUDED)","1x 3D printed and painted movie card player head sculpt (FIGURE NOT INCLUDED) sculpted by @gonz.studio",23,GBP,5,"head_sculpt,tangible_effects,action_figure,6_inch_scale,custom_made,toy_accessories,toy_props,RDJ_custom_creations,3D_printed",,https://i.etsystatic.com/22049125/r/il/8fb3c2/6160518498/il_fullxfull.6160518498_suw3.jpg,https://i.etsystatic.com/22049125/r/il/e6c45e/6208583913/il_fullxfull.6208583913_s4r0.jpg,https://i.etsystatic.com/22049125/r/il/72fa6b/6160517934/il_fullxfull.6160517934_et0c.jpg,,,,,,,,,,,,,,
"Insect punk guitar with chain  (painted)","3D printed and painted guitar with chain accessory for 1/12 scale figures * FIGURE NOT INCLUDED*",10,GBP,10,,,https://i.etsystatic.com/22049125/r/il/ee0c12/5489786743/il_fullxfull.5489786743_960o.jpg,,,,,,,,,,,,,,,,
"Animated painted blue Cat man smirk head sculpted by @Orobus22 (Figure not included)","1x 3D printed and painted blue Cat man smirk head sculpted by @Orobus22
FIGURE NOT INCLUDED",25,GBP,4,"custom_head_sculpt,alternate_head,custom,6_inch_scale,action_figure,Head_sculpt",,https://i.etsystatic.com/22049125/r/il/aac5a2/6087180416/il_fullxfull.6087180416_477k.jpg,https://i.etsystatic.com/22049125/r/il/a87faf/6135249889/il_fullxfull.6135249889_sa4j.jpg,https://i.etsystatic.com/22049125/r/il/07580d/6087179904/il_fullxfull.6087179904_fyit.jpg,https://i.etsystatic.com/22049125/r/il/44ac02/6135250023/il_fullxfull.6135250023_dupj.jpg,,,,,,,,,,,,,
